ch,sx,nr,mass
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,u,S,0,0,0,0,0,0,u,u,0,0,0,u,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,20
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,29.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,0,0,0,0,0,0,u,u,0,0,0,u,u,u,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0",M,H,21.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,H,18
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,18.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,0,0,0,0,u,u,u,0,u,u,u,0,0,0,0,u,0,0,0,0",M,H,22.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,18
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,0,u,u,u,0,u,0,0,0,0,0,0,0,0,0,0",F,H,20
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,0,0,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,u,u,u,0,0,u,0,0,0,0,u,0,0,0,0",F,H,22.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,18.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,30.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,25.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,29.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0",F,W,17.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,u,0,u,u,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,W,21.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,18.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,23.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,u,0,0,u,u,u,u,u,u,u,u,0,u,u,u,0,u,0,0,0,0,u,0,0,0,0",F,W,28.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,0,u,u,u,0,0,u,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,25.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,28.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,30.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,25.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,W,33.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,S,S,0,u,u,0,0,0,u,0,0,0,0,u,u,u,u,0,u,u,u,u,0,0,0,0,u,0,0,0,0",F,W,25.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,22.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,u,0,0,u,0,0,0,0,u,u,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",M,W,17.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0",F,W,27.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,18.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,27.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,25.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,33.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,24.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,19.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,19.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,0,0,0,u,u,u,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,W,21.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,23.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,0,u,u,0,0,u,0,0,u,0,0,0,0,0,0,0,0,0,0",F,W,20.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0",F,W,21.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,18.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,20.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,u,0,0,0,u,0,0,0,0,0,0,0,0,0,0",M,W,24.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,S,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,18.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,20.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,16.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,24.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,21.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,u,u,0,u,u,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,0,0,0,0,0,0,u,0,0,0,0",F,W,22.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,32.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,33.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,32.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,24.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,34.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,37.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0",M,W,23.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,30.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,u,0,0,u,0,0,0,0,u,0,0,0,0",F,W,20.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,u,u,u,0,u,u,u,u,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,30.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,S,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,32.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,23.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,S,S,0,u,u,0,0,0,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,23.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,u,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0",M,W,23.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,30.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,28.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,17.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,0,0,u,u,u,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0",M,W,26.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",M,W,25.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,21.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,24.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,32.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,u,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0",M,W,28.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,21.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,W,20.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,20.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,17.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,20.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,23.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,19.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,25.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,17.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,24.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,29.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,u,u,0,u,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,36.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,29.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,33.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,26.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,W,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,0,0,0,0,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",M,W,26.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0",F,W,16.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,39.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,u,u,u,0,0,u,0,u,0,0,0,0,0,0,0,0,0",F,W,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,W,27.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,0,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0",M,W,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,22.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,16.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,W,18.2
